,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
116,2023-01-28 23:29:41,esfandtv ,arcsilin,i hate those things man lul,0,hate LUL,"{'neg': 0.291, 'neu': 0.315, 'pos': 0.394, 'compound': 0.3182}"
117,2023-01-28 23:30:17,esfandtv ,daunted_mist,monkas,0,monkaS,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}"
118,2023-01-28 23:30:28,esfandtv ,mahangm,wtf monkaomega,0,wif,"{'neg': 0.792, 'neu': 0.208, 'pos': 0.0, 'compound': -0.5859}"
119,2023-01-28 23:30:31,esfandtv ,zellitan,monkaw chat hold me,0,monkaW,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.6124}"
120,2023-01-28 23:30:31,esfandtv ,ogsheen,hey esfand you still play wotlk sometime?,0,play,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}"
121,2023-01-28 23:30:41,esfandtv ,waffleboiiii,lulw,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
122,2023-01-28 23:30:42,esfandtv ,xhashbanditx,ez 8.1,0,EZ,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}"
123,2023-01-28 23:30:43,esfandtv ,miraclealiengravity,thank you esfand!,0,thank,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4199}"
124,2023-01-28 23:30:46,esfandtv ,grannynonny,wotlk made paladins all horrid. i dount he'll play,0,play,"{'neg': 0.271, 'neu': 0.543, 'pos': 0.186, 'compound': -0.2732}"
125,2023-01-28 23:30:52,esfandtv ,grannynonny,doubt,0,doubt,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
126,2023-01-28 23:30:52,esfandtv ,jpoo_,dono pog,0,pog,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
127,2023-01-28 23:30:57,esfandtv ,kaboom_info,drake good job,0,good,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
128,2023-01-28 23:31:00,esfandtv ,waffleboiiii,pog dono,0,pog,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
129,2023-01-28 23:31:04,esfandtv ,serapis_ammon,hell yeah buddy,0,hell yeah,"{'neg': 0.59, 'neu': 0.128, 'pos': 0.282, 'compound': -0.5267}"
130,2023-01-28 23:31:06,esfandtv ,niivid,nice dude,0,nice,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
131,2023-01-28 23:31:37,esfandtv ,grannynonny,@ogsheen no seal twisting and ret dps is awful sadge,0,Sadge,"{'neg': 0.568, 'neu': 0.432, 'pos': 0.0, 'compound': -0.8481}"
132,2023-01-28 23:31:46,esfandtv ,supibot,"yippykaiyay322, you already opened or gifted a fortune cookie today. you can get another one at midnight utc, which is in 4h, 28m.",0,gift,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
133,2023-01-28 23:31:53,esfandtv ,supibot,"yippykaiyay322, your aries horoscope for today: positive thinking can change the world, and you could do with some today. no matter how tough the going gets, take it in your stride, says ganesha. if you think you can do it, you will. you have the magic touch today to initiate a new business strategy.",0,matter tough,"{'neg': 0.045, 'neu': 0.892, 'pos': 0.063, 'compound': 0.4635}"
134,2023-01-28 23:31:59,esfandtv ,arcsilin,prot is good tho lol,0,good lol,"{'neg': 0.0, 'neu': 0.275, 'pos': 0.725, 'compound': 0.836}"
135,2023-01-28 23:32:06,esfandtv ,atrickee_,easy! you filthy casual @esfandtv,0,casual,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6114}"
136,2023-01-28 23:32:19,esfandtv ,supibot,"bogusbutt, your daily cookie: you will be rewarded for being a good listener in the next week.",0,reward good,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7269}"
137,2023-01-28 23:32:22,esfandtv ,arcsilin,and ret is good in last phase,0,good,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
138,2023-01-28 23:32:23,esfandtv ,devilcecil,i could have saved you earlier,0,save,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}"
139,2023-01-28 23:32:27,esfandtv ,supibot,"sweetiepie2487, your daily cookie: lend your money and lose your friend.",0,lose,"{'neg': 0.181, 'neu': 0.604, 'pos': 0.215, 'compound': 0.128}"
140,2023-01-28 23:32:34,esfandtv ,ogsheen,yeah i understand,0,yeah,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}"
141,2023-01-28 23:32:38,esfandtv ,grannynonny,esfand rightfully on strike nodders,0,strike,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.128}"
142,2023-01-28 23:32:42,esfandtv ,mahangm,dead space has 2 novels as well as far as i can remember,0,dead ha novel well,"{'neg': 0.247, 'neu': 0.632, 'pos': 0.121, 'compound': -0.4939}"
