Date,Channel,Username,Message,Tag_owner,Cleanest_message
2023-01-29 00:01:07,denims ,nfgayle,FUCK MIZKIFFFFFFF,0,fuck
2023-01-29 00:01:09,denims ,definitelynotdusto,Clap,0,Clap
2023-01-29 00:01:11,denims ,mewtwo_appeared,that hard tea froganBOBA,0,hard
2023-01-29 00:01:12,denims ,starsyth,"""No Drama"" drops a bomb",0,drop bomb
2023-01-29 00:01:12,denims ,astromias,FREE DEO,0,free
2023-01-29 00:01:16,denims ,pkpokeman,why would someone leave OTK Clueless,0,clueless
2023-01-29 00:01:17,denims ,voodoo_in_witchspace,gettin called weird af by a guy with a joker poster and still comin out lookin worse KEKW,0,weird joker
2023-01-29 00:01:18,denims ,fiiiilth,FREE DEO,0,free
2023-01-29 00:01:20,denims ,destroyerking20,He should stay perma banned tbh,0,ban
2023-01-29 00:01:26,denims ,chrig666,@NavAK4Seven relax bro go outside take a deep breath,0,relax
2023-01-29 00:01:26,denims ,funksupreme,I fucking hope he gets unbanned NOOO,0,fuck hope
2023-01-29 00:01:26,denims ,navak4seven,@denims your own viewers are telling me to go back to the ME. Is that racist or not?,0,racist
2023-01-29 00:01:31,denims ,suburbanerrorist_,IDK tbh,0,ink
2023-01-29 00:01:31,denims ,bigmano23,do you not relize he ban evaded,0,ban
2023-01-29 00:01:31,denims ,corn_on_the_0rb0,Bro wtf has OTK done that's good KEKW,0,wif ha good
2023-01-29 00:01:31,denims ,pauliwhirl3,NOPERS not wrong,0,wrong
2023-01-29 00:01:31,denims ,nightbot,EZ ping_pong ppOverheat ping_pong POGGERS,0,EZ
2023-01-29 00:01:32,denims ,nfgayle,Not wrong at all.,0,wrong
2023-01-29 00:01:34,denims ,nerdwiththebeanie,nah not wrong,0,nah wrong
2023-01-29 00:01:35,denims ,encephalopathy_,i can see a 1 week ban for brucey,0,ban
2023-01-29 00:01:36,denims ,hasanshrtdealer,not a great time when dividing from the org for him to get banned.,0,great
2023-01-29 00:01:37,denims ,afroaltruism,"If not, honestly that youtube stack is gunna be nice",0,nice
2023-01-29 00:01:38,denims ,definitelynotdusto,Its a beautiful rage quit. I respect tf out of it,0,rage respect
2023-01-29 00:01:40,denims ,anxiousdumpling,not wrong,0,wrong
2023-01-29 00:01:40,denims ,domiinicus,not wrong.   he was wronged,0,wrong
2023-01-29 00:01:40,denims ,jovialstoic,he's not wrong - Miz has always been creepy as fck,0,wrong ha
2023-01-29 00:01:40,denims ,goldrubyproduction,FREE MY MAN BRUCE,0,free
2023-01-29 00:01:41,denims ,archreaper7,he was banned for ban evasion though...,0,ban
2023-01-29 00:01:41,denims ,notanashmain_,nah TOOBASED,0,nah
2023-01-29 00:01:43,denims ,carlosss_estevez,Mizkif sucks,0,suck
2023-01-29 00:01:44,denims ,starywars,GRUG good,0,good
2023-01-29 00:01:45,denims ,navak4seven,he said ''u left islam now go back to the ME' basically saying i should be KILLED,0,kill
2023-01-29 00:01:50,denims ,blissfuldan,Bruh can keep this energy up indefinitely actually FUCK mizkif and his goofy ass,0,fuck ass
2023-01-29 00:01:50,denims ,starbuckswitch,YEP,0,yep
2023-01-29 00:01:51,denims ,thehappyparadox,Isn't miz staring at a wall for like some hours today or something KEKW,0,like
2023-01-29 00:01:54,denims ,vyxzenlyxzen,@navak4seven stop being such a fucking victim,0,stop fuck victim
2023-01-29 00:01:55,denims ,saxypandabear,Who are these weird racist chatters??,0,weird racist
2023-01-29 00:01:56,denims ,myheadphoneadapterbroke,@NavAK4Seven you've experienced racism in america now!!!! congrats!!,0,racism
